category,city,food_mean,food_num,food_q1,food_q2,food_q3,food_var,money,postcode,rate,rate_num,uuid
素食料理,taichung,21684.782608695652,46,14250.0,23000.0,28000.0,10551.817634299961,$,407,4.7,62,faa68606-ed62-4eb1-9097-d77daa17e646
台灣美食,taichung,11950.0,30,5500.0,15500.0,17500.0,5965.665651598878,$,404,4.7,104,bcd32c40-5f51-486d-a608-236648c30a6e
Vegetarian Friendly,taichung,7238.0952380952385,42,5000.0,8000.0,10000.0,3022.215552880463,$,404,4.6,466,db4aebc1-da1a-46e7-9fd0-44bf2fa94c2e
港式美食,taichung,12687.654320987655,81,7800.0,9000.0,18000.0,6371.529705972206,$,403,4.7,134,0b78c34f-8131-4fd4-9668-4f392190a820
Vegetarian Friendly,taichung,17162.62626262626,99,10000.0,15000.0,24000.0,7474.530299875351,$,408,4.7,115,3524bf6e-f800-4501-8e35-abd75c94e6f6
健康美食,taichung,4820.0,20,500.0,2000.0,4350.0,5922.8878091687675,$,403,4.6,203,f6abf972-5e7c-419a-a7cf-c2589cbbf653
Vegetarian Friendly,taichung,10075.0,40,6000.0,11000.0,14000.0,4323.699226356986,$,403,4.8,500,00b3174d-2d2c-45b3-afa0-f793cd2f65bf
港式美食,taichung,18935.064935064936,154,13000.0,18000.0,21000.0,8290.720305112314,$,408,4.7,500,5ef697ed-ff6d-400a-ba08-21b51e495bfb
台灣美食,taichung,9288.461538461539,26,5375.0,7500.0,14500.0,4653.726953336757,$,407,4.8,228,a5ad7e61-c40c-4517-ad85-03914cc28238
港式美食,taichung,18371.951219512193,164,12000.0,18000.0,21000.0,8410.508444220442,$$,404,4.7,500,a840fd7a-0206-4493-b5a5-205997ffbedd
美式美食,taichung,10070.454545454546,44,4000.0,5250.0,10625.0,12400.670428090398,$,404,4.8,79,dc84b6ab-c790-4a8d-bb5e-a8a13f830498
美式美食,taichung,17193.333333333332,15,7000.0,14000.0,18000.0,17711.29457593531,$,407,4.6,79,5badd93a-fa01-4c53-a8c1-2008b3d6b42c
美式美食,taichung,9388.40579710145,69,3300.0,7500.0,10800.0,8653.013820811499,$,408,4.8,500,d2d4cc62-33fd-40fa-9ad5-dd3c4f6c01bf
美式美食,taichung,9388.40579710145,69,3300.0,7500.0,10800.0,8653.013820811497,$,408,4.8,500,583dad8e-1be1-44aa-b353-166ba7299cba
美式美食,taichung,11500.0,43,4500.0,6000.0,13750.0,11775.832563268703,$,408,4.8,500,1422da42-da42-44f5-9229-9acc59e2a2fc
美式美食,taichung,11391.666666666666,48,4500.0,6500.0,13375.0,11202.489182716889,$,400,4.7,500,f391747d-90a7-4f29-a694-6b323697747d
美式美食,taichung,9388.40579710145,69,3300.0,7500.0,10800.0,8653.013820811499,$,407,4.8,500,7e418a3b-d5ae-4212-a672-e0c7eabfc17d
美式美食,taichung,11002.32558139535,43,4500.0,6500.0,13000.0,10958.069944896892,$,407,4.7,326,cd804b1e-a0f8-43a8-9be9-4329f6cf97ef
美式美食,taichung,20926.973684210527,152,12000.0,17000.0,27000.0,11774.302808696846,$$$,403,4.8,475,a41654da-d1a9-4a0e-b327-747ac0a7312a
美式美食,taichung,12476.666666666666,30,5000.0,6300.0,9625.0,18180.954931527172,$,407,4.7,500,e663cb50-e746-479c-843f-f24df825269a
美式美食,taichung,7219.736842105263,76,5000.0,5500.0,6500.0,7270.036192931737,$,403,4.7,389,2c189735-4f4f-44aa-a48f-a1ecb4eb8a9d
美式美食,taichung,23162.162162162163,37,20000.0,26000.0,29000.0,8251.170313432573,$,403,4.5,28,e896155c-d544-441d-8a2a-66025efbc92e
美式美食,taichung,19644.444444444445,45,14000.0,15000.0,25000.0,14044.620252064182,$$,408,4.8,24,418ba564-a021-4e65-a7e3-421351fe9a1e
美式美食,taichung,17274.358974358973,39,8750.0,12000.0,27500.0,9666.217088096788,$,403,4.8,11,203a2f71-370b-497e-b975-7afdedaa640d
美式美食,taichung,36545.454545454544,11,28500.0,35000.0,39000.0,10594.71254373131,$$,403,4.7,16,6b1855b7-6086-4257-aa95-b2f11df8ee86
美式美食,taichung,9388.40579710145,69,3300.0,7500.0,10800.0,8653.013820811499,$,407,4.8,500,e3aa9bd5-8552-4085-a6b6-e6e712c75aeb
美式美食,taichung,9388.40579710145,69,3300.0,7500.0,10800.0,8653.013820811499,$,403,4.8,500,022684b0-a17b-4b6b-893e-354d41f7c321
美式美食,taichung,9388.40579710145,69,3300.0,7500.0,10800.0,8653.013820811499,$,407,4.8,500,ccc199c7-abba-4c3b-8a57-14725de30e8b
美式美食,taichung,15795.348837209302,43,4500.0,8000.0,20200.0,16646.73937607773,$,407,4.8,500,fa8f03d6-fe88-4fcc-b4b1-16cc27dd4e2c
美式美食,taichung,7477.551020408163,49,4500.0,6000.0,7000.0,6378.511927609937,$,407,4.8,500,c4ececbb-1c50-4d4c-90f9-b02cd3519522
美式美食,taichung,11329.411764705883,51,4500.0,6500.0,13750.0,11032.04413031397,$,403,4.8,500,31da0667-31f2-4750-b22f-04bbf1a3b4e9
美式美食,taichung,9454.545454545454,33,4000.0,5000.0,8500.0,10630.690017488698,$,408,4.8,500,a4ae5887-13e2-4ce8-bc5f-31b76f231605
美式美食,taichung,12328.947368421053,38,4500.0,7000.0,14500.0,12286.019180882773,$,407,4.8,191,a3ff026d-24aa-4038-9c83-68e47fdc5484
美式美食,taichung,10700.0,26,4500.0,7250.0,12750.0,8373.58484025349,$,407,4.8,500,bb7d7f0b-02ea-4bc1-b346-74dbc3a643ae
美式美食,taichung,12328.947368421053,38,4500.0,7000.0,14500.0,12286.019180882773,$,407,4.8,266,7e550ec3-c4d9-49dc-a58e-b2df93d7744e
美式美食,taichung,12328.947368421053,38,4500.0,7000.0,14500.0,12286.019180882773,$,407,4.8,298,dd2c94f2-2f49-44b9-86b0-70e63bd9edf7
美式美食,taichung,8710.90909090909,55,4750.0,6000.0,8400.0,8491.59312019884,$,403,4.7,500,79e324e6-8dbb-44c2-9414-4ee87ce7e462
美式美食,taichung,19100.0,100,9875.0,18000.0,28125.0,9269.304181005175,$$,403,4.6,271,50c09109-74bc-4560-8f3a-b722f09107e5
美式美食,taichung,7270.967741935484,31,4000.0,5000.0,9250.0,4839.301039132254,$,404,4.8,355,529c63c4-01a2-4b42-8615-7c1b49cd4713
美式美食,taichung,20999.34640522876,153,12000.0,17000.0,27000.0,11769.632447057425,$$$,408,4.8,335,8551c9b0-d860-4adf-b0ff-2a5449bb89b6
美式美食,taichung,10787.5,40,5875.0,10500.0,14500.0,5401.258533897447,$,407,4.7,159,0a53d7bd-d648-4bc6-8b22-c8474a5c086b
美式美食,taichung,19016.666666666668,30,8000.0,22750.0,28000.0,9769.410877268336,$$,403,4.2,41,b120b0d0-5f93-4eb5-bacc-5d26756530a0
美式美食,taichung,37095.16129032258,62,18000.0,32500.0,53500.0,25370.43254567471,$$,407,4.7,152,7f3e0c28-79d8-4a29-a55e-b4bd225c7720
美式美食,taichung,63352.112676056335,71,21000.0,55000.0,73500.0,47464.471098531794,$$$,407,4.7,160,bd9c7a3a-0141-48d1-9abc-379c9b26a0fe
美式美食,taichung,18500.0,11,10000.0,13000.0,23900.0,11759.328985185259,$,404,4.9,47,87cbec6a-9544-4997-b43e-a55eaa45752e
美式美食,taichung,12500.0,17,9000.0,9900.0,15000.0,4013.213469645139,$,403,4.7,35,87768e3b-a154-4e18-9d9b-cb7b203a9987
美式美食,taichung,10431.707317073171,41,3500.0,5500.0,15500.0,10886.497320733453,$,407,4.8,500,57680eda-f571-4dfe-8430-4d121c79e5f1
美式美食,taichung,11868.57142857143,70,9450.0,12650.0,15500.0,5376.417895565327,$,407,4.8,500,8cc27b29-de1d-41f3-b17c-3dd99d80edbe
美式美食,taichung,11750.704225352112,71,9300.0,12500.0,15500.0,5428.741281220985,$,408,4.8,500,fc8c3e73-1f2e-4586-9f41-e6ddc40cd6e3
美式美食,taichung,10431.707317073171,41,3500.0,5500.0,15500.0,10886.497320733453,$,408,4.8,500,a7f83be5-d65e-4982-acf0-7175bfb12a28
美式美食,taichung,27709.090909090908,33,25800.0,27000.0,29000.0,3405.5537205057694,$$,403,4.8,61,b7ff80e3-2968-4007-8e1e-8c995531a07e
Breakfast and Brunch,taichung,18928.571428571428,7,18250.0,19500.0,20000.0,1293.6264483053453,$,403,0,0,bed2bb57-8610-407b-86b3-f74da5c98bfe
Desserts,taichung,6386.363636363636,44,5000.0,5500.0,7000.0,2104.820323695427,$,404,4.8,430,8ad30350-870e-4ad2-85a5-3ef0590f96c1
台灣美食,taichung,22560.0,10,15000.0,20000.0,29350.0,9902.242170336978,$,403,4.7,500,23fe9672-f658-4120-aae0-8faa79081aad
健康美食,taichung,17995.652173913044,23,14500.0,17000.0,24000.0,6524.967316984252,$,403,4.7,397,1a2bb6fb-972c-4ba8-9c89-a3377a7d0d2f
義大利美食,taichung,13437.5,80,9250.0,12500.0,14750.0,7938.9919857624245,$,404,4.7,349,f3bba861-f01d-4ac6-b2d9-6711040b4450
義大利美食,taichung,12000.0,32,9000.0,12500.0,15000.0,4949.747468305833,$,403,4.7,500,cd1c423f-f08d-40ad-9c8e-992ae855aecd
義大利美食,taichung,16309.803921568628,51,15300.0,16800.0,18800.0,3912.636887386004,$,407,4.8,155,33e3f343-b7e6-423b-9941-e0c749676c33
義大利美食,taichung,11950.0,50,7500.0,8500.0,18300.0,5425.79948026095,$,403,4.7,88,a9547bd4-5fda-4785-81a4-a40a6513846d
義大利美食,taichung,20830.0,20,20800.0,21800.0,26125.0,7634.271412518682,$,403,4.7,60,8c883058-82e9-4fa7-9b20-e0ab3048908c
義大利美食,taichung,16649.056603773584,53,8000.0,18000.0,23000.0,8460.041987529274,$,408,4.7,75,2e7f54e8-9d46-416d-8924-37ee914e85bf
義大利美食,taichung,19220.0,50,11125.0,17000.0,26000.0,9584.44573253978,$,403,4.7,53,2288ca78-b36d-4756-902a-9c2c3c8fb170
義大利美食,taichung,25121.21212121212,66,16000.0,24000.0,31500.0,14268.544713029842,$$,407,4.6,67,36f38907-c8f7-4eb9-b870-f62fd99d5f24
義大利美食,taichung,11838.636363636364,44,4750.0,11400.0,17400.0,7840.431803655242,$,407,4.3,13,1fe01df9-2f95-48a8-9d09-bae7600d103d
義大利美食,taichung,18940.909090909092,22,9250.0,13500.0,27900.0,12029.798573501066,$,403,4.5,18,cbe5ad39-b8b2-45ca-bfc8-e8371987d1e3
義大利美食,taichung,26800.0,5,25000.0,27000.0,29000.0,2039.607805437114,$$,403,4.8,13,c60f4558-d671-46cc-964c-ac05c8e411e2
義大利美食,taichung,21058.064516129034,31,13800.0,17800.0,25300.0,11480.608452841278,$$,403,4.4,10,dd74cdec-958b-41e4-ba19-ecfc022801d7
義大利美食,taichung,8133.333333333333,36,7750.0,8000.0,9000.0,2514.29247834588,$,407,4.6,500,c2444787-19a7-4c0c-bf70-7e32e72d9891
義大利美食,taichung,6391.025641025641,78,5000.0,6250.0,8000.0,2301.960474244413,$,407,4.6,500,e5921331-894c-4118-8d07-79328273f8e2
義大利美食,taichung,15293.333333333334,30,14250.0,17000.0,18000.0,4692.045277796123,$,403,4.8,159,793ec644-eb76-4db7-9210-ebf56b6aa91d
義大利美食,taichung,18351.35135135135,74,16500.0,20000.0,22500.0,5391.265289066451,$,407,4.8,500,40cd9e2e-2b97-4b14-9b44-924edc610909
義大利美食,taichung,16417.74193548387,124,13750.0,17000.0,19000.0,5607.584845935944,$,408,4.6,132,fa8914df-d278-419e-91fc-e9816dae497d
義大利美食,taichung,7968.75,32,3000.0,9500.0,11125.0,3952.7235468092126,$,408,4.6,231,fcef1d0e-eb1d-4fb3-99b0-3ceb78177710
義大利美食,taichung,19462.121212121212,66,17500.0,20000.0,22500.0,3555.097285951588,$,403,4.8,500,5e9d7b4a-ac7c-4970-aa65-84c00216ca64
義大利美食,taichung,8358.97435897436,39,2500.0,10000.0,13000.0,4876.61704666825,$,403,4.6,250,5c42544f-ace6-417e-8a96-ab219c8d3b34
義大利美食,taichung,16765.625,64,10000.0,19000.0,22000.0,6526.3700369635035,$$,408,4.8,119,16cdd529-2f3c-4e0d-9bf5-6b7331d778f3
義大利美食,taichung,14531.578947368422,19,13900.0,15900.0,17900.0,5536.867120215656,$$,403,4.8,254,2a49f2a9-dab2-4d02-b77e-75fd44282c76
義大利美食,taichung,29541.666666666668,24,23400.0,26900.0,34900.0,17133.031368934364,$$,408,4.8,328,de5d4ae9-fa78-40c6-8313-5826d06d1395
義大利美食,taichung,14805.405405405405,111,7000.0,14900.0,21400.0,7619.059054219391,$,407,4.7,182,b9fdba2f-9201-4028-ac9a-6eac4ecdc0b8
義大利美食,taichung,22125.0,60,13750.0,22500.0,29000.0,8559.120379260165,$$,403,4.8,187,a10cfbef-98f8-4bda-b17b-d68cc33e56e3
義大利美食,taichung,26800.0,30,17500.0,28500.0,33000.0,10943.491216243563,$$,407,4.8,109,73f3c1c2-010e-43c3-aaa0-a4a2c5f3e39b
義大利美食,taichung,16429.41176470588,17,15900.0,15900.0,17900.0,2145.2450033894665,$$,403,4.7,76,a6da8e6d-1d5d-4221-b877-f1ba17b39d14
義大利美食,taichung,10815.625,32,7000.0,8000.0,15900.0,5661.609166957306,$,407,4.8,129,8c81470f-48e3-4a5c-9dca-144dd5b50e1e
義大利美食,taichung,24461.53846153846,13,19800.0,22000.0,29000.0,5665.216196775991,$,407,4.8,54,484b278e-2379-496f-9c7d-98d9b90285a8
義大利美食,taichung,12921.052631578947,19,11400.0,12900.0,13900.0,2697.2849794539347,$,407,0,0,d5d9f884-32f1-4a4a-983b-55c64cf6115e
義大利美食,taichung,19250.0,44,20000.0,20000.0,21500.0,4421.666695222104,$,403,4.5,28,bd952794-3e2e-471d-b034-939900a0032c
義大利美食,taichung,16429.41176470588,17,15900.0,15900.0,17900.0,2145.2450033894665,$,407,4.8,146,04aa7f89-94a9-4c76-8da0-bdec2616c6fc
義大利美食,taichung,26609.756097560974,41,14000.0,32000.0,38000.0,12828.85096233027,$$,408,4.7,35,eec13498-6ea9-4d13-a3fd-13763e0d871d
義大利美食,taichung,29372.727272727272,55,18000.0,28000.0,37500.0,12518.792485270142,$$,408,4.6,119,72c9be75-a7fd-41f9-a80e-bd4680c162c6
義大利美食,taichung,15906.976744186046,43,15500.0,17000.0,17000.0,2531.788167489643,$,403,4.5,16,011d414e-7c70-4ef8-a737-062f58a2f01c
義大利美食,taichung,24072.463768115944,69,15000.0,18000.0,30000.0,14114.766489753963,$,407,0,0,29ebe705-40a4-4bd4-a586-f60a23717598
義大利美食,taichung,17545.454545454544,33,10000.0,18000.0,22000.0,6324.990880773922,$,403,4.3,23,5c596f3f-0d61-4c64-a8ec-88ee2d4649e0
義大利美食,taichung,20857.894736842107,19,18000.0,22000.0,26000.0,7834.157045943016,$,407,4.8,19,b8de702f-f80b-4a91-916e-b848e1f7b747
義大利美食,taichung,13651.515151515152,33,11000.0,13000.0,16500.0,3997.129364789354,$,403,4.8,56,c7f3abdf-c526-4452-a517-c57b7947c325
義大利美食,taichung,19188.67924528302,53,13000.0,21000.0,29000.0,7701.523014714233,$,403,4.9,34,9fd5aee6-d7c6-4935-a762-58abdc27f5fd
義大利美食,taichung,8360.377358490567,53,4800.0,6800.0,12800.0,4445.576118728807,$,407,4.3,49,bd767b23-2dcf-4c88-9391-f45acef03bd1
義大利美食,taichung,17435.643564356436,101,10500.0,17900.0,23000.0,7023.462576679892,$,407,4.3,21,1083d7e6-a09f-4034-abde-d6d74a97ce81
義大利美食,taichung,16371.42857142857,35,10000.0,12000.0,23000.0,6841.410524093966,$,403,0,0,fb82786a-7e80-43b8-9f5a-4e283641991e
義大利美食,taichung,8409.09090909091,22,5000.0,7500.0,9500.0,4128.16370038666,$,407,0,0,c9894117-abc1-41fb-825d-bbe20dc4a1b1
義大利美食,taichung,1678150.0,20,19500.0,32500.0,36000.0,7191695.010739818,$$,407,0,0,5172286f-53bc-447a-929b-7a4a8172d047
義大利美食,taichung,19890.0,100,14000.0,22000.0,26000.0,6599.840907173445,$$,403,4.7,198,368088a0-c031-476d-a3d2-2821229c0dd5
義大利美食,taichung,17045.454545454544,22,16000.0,17500.0,18000.0,2305.6703369040724,$,403,4.7,97,915d0709-b732-4f1e-8771-d86eb12e09e0
義大利美食,taichung,13457.142857142857,35,8500.0,13000.0,17000.0,5452.877914553049,$,403,4.8,81,48ef77c4-acb4-4c4e-b3bd-9430daad0ba7
義大利美食,taichung,25106.382978723403,47,21750.0,24000.0,34000.0,9545.488056474955,$$,404,4.8,13,a5f03453-7838-49c9-a186-d9586fcab7cd
義大利美食,taichung,11946.42857142857,56,10000.0,10000.0,12000.0,3710.1195728571824,$,404,3.8,23,e7554adb-226f-4ef9-8b3c-408beeda4afd
義大利麵,taichung,10583.333333333334,12,10000.0,11000.0,11000.0,493.00664859163464,$,407,4.5,11,2ea7bc68-fde6-49e0-908e-8bbf5e7b5b6f
披薩,taichung,12346.913580246914,81,8500.0,11400.0,13500.0,7447.049070385473,$,407,4.8,215,75e91f7e-cb9d-47d2-9062-057e2904cc59
披薩,taichung,12611.111111111111,18,8875.0,14000.0,15750.0,6471.208790471573,$,407,4.6,61,fa1095e4-ed7a-4b48-a58e-51a7e4bdd43e
西班牙美食,taichung,29500.0,42,17250.0,29500.0,38750.0,16983.53544437895,$$,403,0,0,abd438f8-55d0-4f13-b286-e294fee92b95
越南美食,taichung,9947.916666666666,48,8875.0,10000.0,12000.0,2262.096150267613,$,407,4.5,382,2cd2b2e1-255a-4c79-9c21-d4f71337f008
越南美食,taichung,9947.916666666666,48,8875.0,10000.0,12000.0,2262.096150267613,$,403,4.5,112,1ec7b4f2-0936-46fc-bfa2-3edf14b1c808
越南美食,taichung,10707.317073170732,41,8000.0,10000.0,12000.0,3660.8935497213565,$,407,4.5,500,222ae07b-0eb7-4734-8838-46554514abca
越南美食,taichung,10657.142857142857,21,8900.0,10800.0,11500.0,2102.05600681388,$,408,4.7,475,5d915e10-c38f-4264-b00d-59f21856e565
越南美食,taichung,9947.916666666666,48,8875.0,10000.0,12000.0,2262.0961502676128,$,403,4.3,39,80519c2d-9575-4e7b-918b-a24c45fde0a5
越南美食,taichung,9600.0,45,8000.0,11000.0,11000.0,2805.9460674313277,$,403,4.7,447,e32e2379-27b7-4efb-96aa-dc46710a9492
越南美食,taichung,11385.714285714286,35,9000.0,12000.0,13500.0,3160.2118244684493,$,407,4.7,500,ad14d4b9-5b47-4db1-bb7b-85080be30e43
越南美食,taichung,12931.818181818182,22,9500.0,14000.0,15000.0,6431.978796581144,$,403,4.8,500,6bf74185-19dc-4cfe-bb3e-c9d67e4196d1
韓國美食,taichung,18840.74074074074,81,6800.0,18800.0,20800.0,16019.276796439119,$$,407,4.4,198,30c5cc95-a18b-4256-9448-8ef9a0da48ac
韓國美食,taichung,9116.666666666666,30,4375.0,9000.0,13000.0,4732.306226589972,$,403,4.5,500,96a3b33d-a0b4-45dd-bfac-4cae89d2b941
韓國美食,taichung,21546.478873239437,71,7250.0,13000.0,24400.0,26589.03104869955,$$,403,4.4,310,03ade7fd-87ef-44c6-a85b-68b474ff5f12
韓國美食,taichung,18217.391304347828,46,13000.0,15000.0,15000.0,10460.927391505935,$,408,4.7,66,c80fde00-7621-4dfb-8944-d51dc5863004
韓國美食,taichung,21904.0,25,16800.0,24000.0,25000.0,4807.7004898391915,$,403,4.8,500,91dfc678-8c68-40fe-990a-d4e8fefb36a8
韓國美食,taichung,19686.956521739132,23,15800.0,23000.0,25000.0,7390.905360075171,$,403,4.8,500,76cbbeae-f429-4704-814b-9894822870d9
韓國美食,taichung,9797.619047619048,42,4500.0,10000.0,13000.0,5746.696280524104,$,404,4.4,500,5b0704f5-0aa9-4dd5-983c-484818a1481e
韓國美食,taichung,6857.142857142857,21,3500.0,5000.0,8500.0,4027.118954641138,$,403,4.5,331,3c41a739-448a-4afd-8b30-6928b4d31b1e
韓國美食,taichung,15333.333333333334,24,13000.0,16000.0,17250.0,3091.206165165235,$,403,4.5,109,e5833125-1b49-4dc7-90b6-34f12aaed625
韓國美食,taichung,9464.285714285714,70,4500.0,8250.0,14000.0,5376.749833822492,$,404,4.2,215,6a57cd5b-6c01-4e30-aaeb-3946e820760f
韓國美食,taichung,7750.0,22,5000.0,5250.0,9000.0,4075.285823774149,$,408,0,0,a81c23a6-90d0-4f77-8716-8da45fc43290
韓國美食,taichung,16051.724137931034,29,6500.0,12000.0,14000.0,15347.59603077629,$$,408,0,0,7c79bad1-b4e6-4a61-bc2c-f30f3d2e9b83
韓國美食,taichung,26800.0,20,15750.0,29000.0,36000.0,9831.581764904364,$,407,4.8,337,e1339aa4-0724-4700-ae79-4a1581fc29cf
馬來西亞美食,taichung,10977.272727272728,22,9500.0,12500.0,13000.0,3650.8942638235685,$,403,4.5,444,419fd422-990c-4ecd-9953-4f168bf77375
馬來西亞美食,taichung,6253.086419753086,81,5000.0,6000.0,7000.0,2330.849811631688,$,403,4.9,38,656509b5-9f54-45fd-9e46-270f56dbf060
馬來西亞美食,taichung,11060.0,25,9000.0,12000.0,15000.0,4341.2440613262,$,407,0,0,f01e563c-8b79-4a8e-9dee-eb72c87e595e
新加坡美食,taichung,20566.666666666668,30,6000.0,18000.0,31250.0,14916.843574369956,$,408,4.7,500,645ef70f-92ac-4090-9675-6188700a05c9
墨西哥美食,taichung,9214.285714285714,7,7250.0,7500.0,9750.0,3057.2763655760996,$,408,4.7,338,e08950c6-6477-430d-9743-4376e2fff7e6
墨西哥美食,taichung,13221.42857142857,28,8500.0,14000.0,17500.0,5990.847611318521,$,408,4.9,500,ebc2c9a7-84a6-4aeb-b2a7-d9b793296b25
Breakfast and Brunch,hsinchu,18391.304347826088,92,12000.0,18000.0,25000.0,7817.144649588479,$,300,4.5,54,64557e67-de74-4aa8-be6f-b57de0cdf46b
Breakfast and Brunch,hsinchu,5593.846153846154,65,4000.0,5000.0,6000.0,3236.326356229184,$,300,4.8,500,fa69d1ab-685c-4118-888b-3d1de91dd88a
Breakfast and Brunch,hsinchu,4521.084337349397,166,3000.0,5000.0,5500.0,1706.0773807280227,$,300,4.7,500,47a89f5b-17a6-4b38-8488-55fcd1f06dc2
Breakfast and Brunch,hsinchu,5760.0,25,4500.0,6000.0,7500.0,1908.507270093567,$,300,4.7,500,1c9dc9da-bc00-4991-b680-565fdaf79498
Breakfast and Brunch,hsinchu,4904.494382022472,89,3000.0,4500.0,6000.0,2317.3459301711514,$,300,4.6,402,e18bc27d-bd89-43e7-9f2f-23accc2ec804
Breakfast and Brunch,hsinchu,5833.333333333333,87,3500.0,4500.0,7000.0,3323.2606432060056,$,300,4.7,145,8e9efb6f-9ced-4c81-99b9-ab3c0d2c078c
Breakfast and Brunch,hsinchu,7484.761904761905,105,4500.0,6500.0,8500.0,3812.929905875557,$,300,4.8,468,34b57e76-2825-44b7-887c-9443ef972b62
Breakfast and Brunch,hsinchu,6480.0,100,5000.0,6500.0,7500.0,2374.7842007222466,$,300,4.6,282,d751276d-d01f-4b81-a3ce-f6a234eb959d
Breakfast and Brunch,hsinchu,7484.761904761905,105,4500.0,6500.0,8500.0,3812.929905875557,$,300,4.7,193,ca71700a-0b75-4137-b9c5-96fe5b7b083a
Breakfast and Brunch,hsinchu,8295.454545454546,44,5000.0,7500.0,11250.0,3989.0734026300206,$,300,4.8,439,96d9ade2-22aa-4e2f-80bf-cf8743f21406
Breakfast and Brunch,hsinchu,9420.0,25,6500.0,10500.0,11000.0,2682.0887382784335,$,300,4.6,104,0faace19-4858-4db5-be17-d776f5e1f175
Breakfast and Brunch,hsinchu,8749.152542372882,59,5500.0,6000.0,9900.0,7040.6175788765195,$,300,4.7,195,5858b44f-ca9e-47d4-a7ec-bd465ce9ad53
Breakfast and Brunch,hsinchu,10416.666666666666,132,6900.0,8250.0,12900.0,5656.843089336467,$,300,4.7,159,719f3412-466d-482e-9d8e-a701ff02c5a9
Breakfast and Brunch,hsinchu,6268.539325842697,89,4500.0,6000.0,7500.0,2680.7510060277227,$,300,0,0,758441af-b50c-42ab-a7b4-c4a998133fdd
台灣美食,hsinchu,3129.4117647058824,17,2000.0,2500.0,3500.0,1714.2189804114198,$,300,4.6,265,582417e7-702f-43f2-91f6-8acf2850558a
Burgers,hsinchu,11516.279069767443,43,4650.0,9900.0,14250.0,10473.886247779397,$,300,4.7,500,28872deb-485d-4019-8ad6-6f807b260c8e
美式美食,hsinchu,18433.333333333332,30,12000.0,23000.0,26000.0,10359.161270210163,$$,300,4.9,251,e93395c0-f384-4d5d-af2a-a0f512b6e9af
美式美食,hsinchu,20223.529411764706,17,18000.0,19900.0,19900.0,4090.6679178149907,$,300,0,0,8b594acf-c1a9-4ecd-8807-2151be2e2db3
義大利美食,hsinchu,22312.5,16,15750.0,23000.0,27000.0,7767.872536930559,$,300,4.7,53,6e530d41-8628-477b-b2b0-1bf485d4c29c
美式美食,hsinchu,13075.757575757576,33,10000.0,11000.0,12000.0,7670.408716660698,$,300,4.5,44,aa9211e9-490b-4f8d-b204-67a29848ea41
美式美食,hsinchu,11723.076923076924,39,5200.0,7500.0,14700.0,10689.377942095352,$,300,4.8,500,e869d134-a576-4136-9441-71fe04d3bc59
美式美食,hsinchu,11723.076923076924,39,5200.0,7500.0,14700.0,10689.37794209535,$,300,4.8,500,3d18bd8c-5ccd-45d9-b7cb-fa88420566d5
美式美食,hsinchu,11723.076923076924,39,5200.0,7500.0,14700.0,10689.37794209535,$,300,4.8,500,d6466b27-7ac3-4120-8d41-346ab7266ea7
美式美食,hsinchu,11723.076923076924,39,5200.0,7500.0,14700.0,10689.37794209535,$,300,4.8,500,414bba9b-c0d5-4c1b-bf4d-1947f9db1fa9
Breakfast and Brunch,hsinchu,8295.454545454546,44,5000.0,7500.0,11250.0,3989.0734026300206,$,300,4.8,439,96d9ade2-22aa-4e2f-80bf-cf8743f21406
Breakfast and Brunch,hsinchu,9420.0,25,6500.0,10500.0,11000.0,2682.0887382784335,$,300,4.6,104,0faace19-4858-4db5-be17-d776f5e1f175
美式美食,hsinchu,26491.803278688523,61,23000.0,27000.0,31000.0,9822.394871439503,$$,300,4.7,116,fedd5244-e1a8-4378-8d27-dd6374cd15ff
Breakfast and Brunch,hsinchu,4904.494382022472,89,3000.0,4500.0,6000.0,2317.3459301711514,$,300,4.6,402,e18bc27d-bd89-43e7-9f2f-23accc2ec804
Breakfast and Brunch,hsinchu,4521.084337349397,166,3000.0,5000.0,5500.0,1706.0773807280227,$,300,4.7,500,47a89f5b-17a6-4b38-8488-55fcd1f06dc2
Breakfast and Brunch,hsinchu,7484.761904761905,105,4500.0,6500.0,8500.0,3812.929905875557,$,300,4.8,468,34b57e76-2825-44b7-887c-9443ef972b62
Breakfast and Brunch,hsinchu,7484.761904761905,105,4500.0,6500.0,8500.0,3812.929905875557,$,300,4.7,193,ca71700a-0b75-4137-b9c5-96fe5b7b083a
Breakfast and Brunch,hsinchu,6268.539325842697,89,4500.0,6000.0,7500.0,2680.7510060277227,$,300,0,0,758441af-b50c-42ab-a7b4-c4a998133fdd
Coffee and Tea,hsinchu,5781.188118811881,101,4000.0,5500.0,7000.0,2584.7884365342193,$,300,4.8,323,ff99594b-8093-48e9-9891-13666c2db667
Coffee and Tea,hsinchu,7277.777777777777,18,6000.0,6750.0,8375.0,2180.8651584878357,$,300,4.7,24,603d7bc9-7f67-4d99-b55f-50ada5050dcb
Juice and Smoothies,hsinchu,5137.931034482759,29,4500.0,5000.0,6000.0,936.763979807319,$,300,4.8,500,6621e451-ef06-4e8b-a558-22cf2fb69d54
Breakfast and Brunch,hsinchu,5760.0,25,4500.0,6000.0,7500.0,1908.507270093567,$,300,4.7,500,1c9dc9da-bc00-4991-b680-565fdaf79498
