"","category","city","food_mean","food_num","food_q1","food_q2","food_q3","food_var","money","postcode","rate","rate_num","uuid","class"
"2934","Breakfast and Brunch","taipei",19961.9047619048,42,10000,21900,27800,8405.55237076044,"$$",106,4.7,100,"83fcd6a7-8806-433a-bfd0-ba6a04de89e1","high"
"2935","美式美食","taipei",12378.431372549,51,7900,10000,16500,6407.81733740936,"$$",105,4.6,56,"b35697e2-d73d-4d70-b44a-a1c142adafc7","bad"
"2936","Breakfast and Brunch","taipei",8943.75,80,5375,7000,11500,4539.40645211464,"$",105,4.7,232,"30614228-5288-41d6-98c4-2f66502df378","cp"
"2937","美式美食","taipei",9710.25641025641,39,5500,9000,12000,5336.89599941883,"$",106,4.8,500,"0ca06162-9168-4c85-8749-080ef42991d9","cp"
"2938","台灣美食","taipei",8060.81081081081,74,5625,8000,11000,3453.31088947152,"$",105,4.8,473,"59cf9335-184e-4aa4-9053-5602216b915f","cp"
"2939","Breakfast and Brunch","taipei",10630.4347826087,69,6500,9500,12000,5323.35037652548,"$$",110,4.6,500,"80142a9f-f459-495b-a495-27e8dfa0a5da","low"
"2940","地中海美食","taipei",20566.6666666667,75,11250,21000,30000,10404.91336928,"$$",106,4.8,500,"3caaa747-905f-43d8-991c-b1a582f16013","high"
"2941","咖啡館","taipei",17506.1728395062,81,15000,18000,20000,3322.66238923586,"$$",105,4.8,15,"94df87da-4009-42b5-8c3d-e89fa3711d9f","high"
"2942","Coffee and Tea","taipei",15752.6315789474,19,10400,14500,20400,6152.05300958038,"$",110,4.8,13,"35423c6b-bc37-4903-aac1-11827af44ee4","high"
"2944","Breakfast and Brunch","taipei",8045.45454545455,22,4125,6000,12000,4392.4239811011,"$",106,4.8,500,"a7ab087f-9ac0-490c-b308-3eff0d0f279f","cp"
"2945","Breakfast and Brunch","taipei",8625,24,4375,8250,12625,4632.87617648763,"$",110,4.8,500,"57563565-8dfb-4c2d-bed8-1891261d84be","cp"
"2946","Breakfast and Brunch","taipei",24250,28,16000,22000,32000,8906.7590706641,"$$",106,4.7,72,"67ddbe70-8b2b-4aee-8c19-5177729e2aab","high"
"2947","美式美食","taipei",11750.7042253521,71,9300,12500,15500,5428.74128122098,"$",110,4.8,500,"937bb307-70e5-4b4b-9098-47c3581ca73e","cp"
"2948","美式美食","taipei",11750.7042253521,71,9300,12500,15500,5428.74128122098,"$",106,4.8,500,"2ec7e1a5-88f3-4678-8461-66ffa39bfad2","cp"
"2949","咖啡館","taipei",10785.1851851852,81,6900,10000,13000,5502.75152523013,"$",105,4.7,252,"e9bb888f-3391-41a1-a94f-ac77383e53e5","cp"
"2950","Breakfast and Brunch","taipei",16007.6923076923,26,9250,17000,22000,9243.78889504161,"$$",106,4.8,152,"0d2ecc37-d1d2-4312-8966-a3d04ac4ed42","high"
"2951","咖啡館","taipei",7436.04651162791,86,5500,7000,9000,2204.37792684201,"$",106,4.7,18,"8b98f97c-8098-4409-b314-33a0d5848afe","cp"
"2952","美式美食","taipei",22432.8358208955,67,13500,25000,27000,8757.4682509887,"$$",106,4.7,26,"9cf436c5-c844-47c3-b147-f08ee0c0f525","high"
"2953","咖啡館","taipei",17328.5714285714,70,13000,15000,22000,5087.01829189171,"$$",110,4.7,225,"692dcf5c-cf18-4096-950f-019f54296b84","high"
"2954","咖啡館","taipei",17615,100,15000,16500,18500,7346.37835943671,"$",106,4.9,94,"bf455361-e35b-486e-8a95-bb6a46089c22","high"
"2955","咖啡館","taipei",17328.5714285714,70,13000,15000,22000,5087.01829189171,"$$",106,4.8,110,"65ad9c00-bbae-4e94-b175-687775d39977","high"
"2957","咖啡館","taipei",22717.6470588235,85,10000,20000,35000,14655.7451210064,"$$",106,4.6,238,"a003d5d0-1788-4015-b668-6f3b2bd90b67","bad"
"2960","健康美食","taipei",16020.4081632653,49,9000,19000,20000,7545.75105718948,"$",105,4.8,500,"0f939616-f7cd-4612-a4cd-f21ee558cc91","high"
"2961","Vegetarian Friendly","taipei",6900,40,5000,6500,9000,3054.09561081509,"$",110,4.8,500,"70d46cca-fbc3-4138-ba6f-de7e65885a44","cp"
"2962","Vegetarian Friendly","taipei",16040,25,15000,16000,18000,4032.17063131014,"$",110,4.8,123,"0d339f1a-67eb-4e26-9c4c-5486a34e05bd","high"
"2963","Vegetarian Friendly","taipei",32357.3529411765,68,16750,28000,30225,35651.8059775892,"$$",106,4.8,254,"772a2c5e-5f69-4b99-a61d-ca92dcf8055e","high"
"2964","Vegetarian Friendly","taipei",20352.9411764706,34,15000,17500,27750,6827.20489245772,"$$",106,4.7,278,"7377726a-46db-4cba-907b-fe93dcf340ee","high"
"2965","烘焙坊","taipei",20620.253164557,79,14500,18000,28000,8405.92587460331,"$",106,4.8,96,"06b08eba-d7b1-4548-b3d4-ffa3dced9713","high"
"2966","Vegetarian Friendly","taipei",23522.7272727273,88,15000,18000,22250,31847.9081918789,"$$",106,4.6,121,"843e6c20-1e8b-4f52-b62c-28be6abca371","bad"
"2967","中式料理","taipei",10000,23,5500,7500,12000,7318.82623043507,"$",106,4.6,72,"62893ccd-979f-4f9d-abe2-7fe0c02f8832","low"
"2968","中式料理","taipei",19005.2631578947,38,13000,19000,27600,8381.74543336263,"$",104,4.8,137,"53ef4260-0069-45ef-b6e1-ceb4527dc32a","high"
"2969","中式料理","taipei",11800,25,8500,12000,12000,7509.99334220743,"$",105,4.6,497,"86b1a189-2583-4c03-9f07-9bb8fcf8dfdb","low"
"2970","中式料理","taipei",15035.2112676056,71,4500,13000,17000,19580.5458108588,"$$",100,4.6,500,"5620ebc1-f71f-46a2-92f5-bb6d16b73970","bad"
"2971","中式料理","taipei",2188.23529411765,85,1500,2000,2500,1210.19315567741,"$",110,4.7,500,"e041a9b6-36da-4b7e-ab6c-344e6faf03d6","cp"
"2972","中式料理","taipei",8492.42424242424,66,6000,8500,11000,3144.85200336179,"$",105,4.7,500,"cb7777e6-cb91-480f-a383-98ecd4d03e7e","cp"
"2973","中式料理","taipei",12612.5,40,6875,14500,16500,5771.1431926439,"$",110,4.7,500,"17c70d88-4094-4bb1-8221-dae47e366772","high"
"2974","中式料理","taipei",9340,25,8000,9000,10500,2571.84758490856,"$",110,4.4,463,"e6fe8d66-8ce9-4a13-9f96-60399fb7a4a4","low"
"2975","中式料理","taipei",11060.9756097561,41,8000,10000,16000,4304.27343228714,"$",105,4.8,183,"282ff2dc-69cb-4643-a731-e29d8840c906","cp"
"2976","中式料理","taipei",7964.44444444444,45,3000,7000,12000,5298.43396383647,"$",110,4.6,403,"d4da9a4b-f3b3-4c40-9b25-1af15a89194a","low"
"2977","中式料理","taipei",6983.33333333333,60,3000,8000,9000,3807.85007874814,"$",110,4.4,96,"a8a34991-3994-48f7-bebf-165e70a3f707","low"
"2978","中式料理","taipei",20537.037037037,54,12000,17500,24000,15355.3139106605,"$",106,4.6,163,"10368a24-526b-4525-a28b-1b08065df4ff","bad"
"2979","中式料理","taipei",13333.3333333333,24,7000,8500,20000,8127.45689349107,"$",106,4.7,357,"bf39fb8b-c823-4ea3-9610-1580b238784c","high"
"2980","中式料理","taipei",17327.5,40,4750,15800,24800,12736.4042708293,"$$",105,4.6,360,"29d2d121-c682-4f7b-b578-0c15f00bf314","bad"
"2981","中式料理","taipei",17750,4,16375,17000,18375,1952.56241897666,"$",110,4.7,82,"793a3a6f-2244-4009-9c07-02af60669d78","high"
"2982","中式料理","taipei",31602.0833333333,48,20000,28000,34000,27118.2248803221,"$$",106,4.7,188,"602c169b-9fa1-4909-ada2-b46bc1708f8f","high"
"2983","中式料理","taipei",37548.7179487179,39,21400,26800,39800,36027.602465082,"$$",100,4.7,217,"05b4c1c6-0b19-49d6-927a-ed7c5d5c6b27","high"
"2984","中式料理","taipei",5232.5,40,3500,5500,6500,2403.68337141147,"$",106,4.8,142,"d45921cd-985f-45b9-84d0-0e51047153fe","cp"
"2985","中式料理","taipei",20500,30,9000,19000,26000,16692.812824686,"$",105,4.4,36,"8d953f79-0f9f-4e62-bbe1-c033dfa1a4b6","bad"
"2986","中式料理","taipei",22588.2352941176,34,14625,18250,32750,10590.9718685826,"$",104,4.4,25,"a2913e81-21dc-4afe-987d-aebbe496c8fe","bad"
"2987","中式料理","taipei",30190.4761904762,21,25000,28000,33000,7563.18808829695,"$$",115,4.7,53,"08b1461b-bf0c-4e92-833f-53bb5bba2c4f","high"
"2990","中式料理","taipei",9321.42857142857,14,8625,9000,9750,1576.69571818887,"$",105,4.8,500,"b556ad92-db78-4aeb-9d40-fbab590b0689","cp"
"2991","中式料理","taipei",7655.1724137931,29,5500,7000,9000,3102.01116151047,"$",110,4.6,500,"0724f9cf-5fc1-4292-8177-dbf7e737ff0b","low"
"2992","中式料理","taipei",10093.75,48,9000,10000,12000,3399.84106552547,"$",110,4.6,500,"f0303e38-351a-4492-a725-df909eaf0642","low"
"2993","中式料理","taipei",6405.66037735849,53,4000,6000,10000,2915.5675258625,"$",110,4.6,500,"c18e28b9-ee32-4af8-9ed4-d9fe6ebe4490","low"
"2994","中式料理","taipei",7735.29411764706,17,3500,7500,11000,4119.95733508329,"$",106,4.7,500,"83fe9a1c-c199-466c-ac5d-52fe09ede163","cp"
"2995","中式料理","taipei",11787.2340425532,94,5250,15000,15000,5461.90353464979,"$",110,4.7,500,"aa4b8ceb-6c67-43fa-baf5-1f3fb8e1f971","cp"
"2996","中式料理","taipei",9088.23529411765,17,4000,8000,14000,5047.52500246596,"$",110,4.8,475,"7e2150fc-46ad-4254-889e-4d14edf88240","cp"
"2997","中式料理","taipei",13575.7575757576,33,8000,15000,20000,6233.00259873008,"$",110,4.6,500,"64549868-de1c-4b2e-8902-2ef228255144","bad"
"2998","中式料理","taipei",10852.9411764706,34,7125,11500,14000,5057.7974335567,"$",106,4.7,500,"33ad7014-19d0-4850-8384-2d279bff035a","cp"
"2999","中式料理","taipei",11629.0322580645,31,6500,12000,17000,6509.25859453842,"$",106,4.8,500,"1a01f9c5-5859-4c8d-bd81-d999cbf931ed","cp"
"3000","中式料理","taipei",9025,40,4750,8500,12500,4702.32655182517,"$",110,4.4,91,"717c3b93-9c60-426e-9a53-12ef5b3a2ae3","low"
"3001","中式料理","taipei",10007.5471698113,53,5000,8000,13900,6696.06612353805,"$",100,4.5,500,"2e8d9970-4f92-40dd-936b-1faa3fc9aaeb","low"
"3002","中式料理","taipei",25070,170,14200,26800,30800,13735.8990797622,"$",105,4.7,500,"7064123c-fa37-46b7-8cb7-cec4cf6da517","high"
"3003","中式料理","taipei",21533.3333333333,39,19800,25000,28000,10485.0891277611,"$",106,4.8,423,"1b5eb7df-54a8-4525-8771-8b3ce9a19229","high"
"3004","中式料理","taipei",17058.8235294118,17,10000,11000,13000,15618.5055707317,"$",110,4.5,356,"b1afa434-e3a4-4e96-97d7-1b8541e184ae","bad"
"3005","中式料理","taipei",10781.5789473684,38,5500,9500,15975,5252.8616393031,"$",110,4.5,73,"4221d1fd-94a5-420c-bb6b-00c300ad6ffb","low"
"3006","中式料理","taipei",28911.811023622,127,14000,27800,33300,20824.1895010043,"$$",105,4.7,500,"02488c9a-7985-4ba8-9fd6-cb1a0597e297","high"
"3007","中式料理","taipei",11852.1126760563,71,9500,12000,15000,3574.55243548961,"$",106,4.6,246,"905e6ffa-a2b1-4e68-8578-afed783c71d3","low"
"3008","中式料理","taipei",10005.6818181818,88,3500,9000,12250,9299.16122750455,"$",106,4.6,470,"e16da675-7f85-41ad-83e8-7f280c19a889","low"
"3009","中式料理","taipei",7166.66666666667,12,6000,6000,6625,3478.10612578487,"$",104,4.6,178,"ea70d101-8d2c-42e7-937b-8e0a8fac3e17","low"
"3010","中式料理","taipei",20714.2857142857,56,12000,20000,26000,13538.2583361195,"$",114,4.7,500,"7b5023a6-35b3-4ef6-a28f-bbe4c7aab306","high"
"3011","中式料理","taipei",20160,25,8000,24000,30000,10876.322908042,"$$",105,4.7,293,"891c52ce-f4dc-4063-9564-0b06b2ba00f1","high"
"3012","中式料理","taipei",19000,6,20000,20500,21750,6055.30070819498,"$",110,4.5,91,"033099de-ff7c-44d2-82dd-224b1ff2a43e","bad"
"3013","中式料理","taipei",17000,4,16250,16500,17250,1500,"$",106,4.7,218,"875a9628-9763-4dcc-bc6a-6c38be95ff61","high"
"3014","中式料理","taipei",52233.3333333333,36,20000,28000,38250,73111.8435458077,"$$",105,4.8,239,"292f6c81-76d6-4cfb-88e9-1889f185a115","high"
"3015","中式料理","taipei",15973.6842105263,19,15000,15000,18000,4589.67285902913,"$",106,4.5,41,"fa9f0a18-800f-4c15-a992-6698022a5be4","bad"
"3016","中式料理","taipei",25946.6666666667,30,16750,22400,33650,17554.1587348665,"$$",114,4.6,292,"341a6138-c8c3-43b9-8964-49867cdbfc6f","bad"
"3017","中式料理","taipei",19005.2631578947,38,13000,19000,27600,8381.74543336263,"$",106,4.8,234,"6ff977d0-d1c1-4190-a7b6-3eb2629b7759","high"
"3018","中式料理","taipei",11563.829787234,47,6000,12000,17000,6334.31806374844,"$",106,4.7,91,"4b5387a7-42de-458d-a51e-d2b0bb43e291","cp"
"3019","中式料理","taipei",25493.75,16,23000,24500,28000,9522.24164456563,"$$",106,4.7,29,"62a7284d-7eef-47c4-9782-76a71f679c8e","high"
"3020","中式料理","taipei",22058.5106382979,94,12000,21000,30000,12346.9042512815,"$",105,4.7,432,"04d2b2ab-108c-4383-9d10-6a8540c074a3","high"
"3021","中式料理","taipei",28875,72,16000,23000,32500,20112.8327608685,"$$",104,4.7,55,"f91e799a-731d-4236-b877-f5ae394ad1e4","high"
"3022","中式料理","taipei",23789.4736842105,57,12000,23000,36000,17404.1100631837,"$",106,4.7,105,"0dd3fb8e-6c42-43d6-8fd1-38aea3fa6d18","high"
"3023","中式料理","taipei",24914.2857142857,70,18000,25000,30000,9678.75856434795,"$$",106,4.5,40,"ca684982-45b2-46ef-9551-9406baa246d4","bad"
"3024","中式料理","taipei",18142.8571428571,7,17500,17500,19250,1994.89143482413,"$",106,4.3,39,"60b08c97-b9de-4964-959d-a08679fb2953","bad"
"3025","中式料理","taipei",18828.2608695652,46,8800,15800,25800,15122.5093248367,"$$",106,4.8,215,"673d24c0-dc5f-4d8d-bf7e-ff6dce7260b7","high"
"3026","中式料理","taipei",29978.3333333333,60,24550,28800,35800,11197.7541150993,"$$",106,4.8,38,"86ef232f-6799-419d-8270-381807f8afcd","high"
"3027","中式料理","taipei",14191.8918918919,74,5000,10250,18675,11591.0934674903,"$$",105,4.3,64,"e0a13312-bc75-436b-a95f-9e5d4e9ea06f","bad"
"3028","中式料理","taipei",8363.63636363636,44,6000,9000,10000,3537.72467382195,"$",106,4.6,27,"5be01fe8-01a0-40c1-8f1f-babf120caa06","low"
"3029","中式料理","taipei",23202.1276595745,47,17000,24000,29000,9336.30500882151,"$$",105,4.5,16,"7a088584-abde-49fd-a444-653d529b6a19","bad"
"3033","中式料理","taipei",18277.7777777778,81,8000,18000,25000,10389.3345121301,"$",110,4.7,500,"93378871-4d68-4d1d-ba17-0f072db67636","high"
"3034","中式料理","taipei",6875,20,5625,8000,9000,2719.71965467031,"$",106,4.8,407,"d4693187-d8c9-4fef-851f-d0dca155f411","cp"
"3035","中式料理","taipei",19240.7407407407,54,18000,21000,23000,9042.97391509458,"$",106,4.8,500,"9c5ec342-0472-43dd-9012-e4df73a444bf","high"
"3036","中式料理","taipei",13406.25,32,8000,15000,20000,6076.89978010992,"$",104,4.7,500,"491c63f5-ce97-4fb5-b668-18f2fad5c86f","high"
"3037","中式料理","taipei",47333.3333333333,3,36000,40000,55000,16357.1255285137,"$$",115,4.6,197,"4002a902-eb14-42c4-9295-c628e54ae000","bad"
"3038","中式料理","taipei",9419.35483870968,31,6000,9000,12000,4169.97094093988,"$",105,4.2,40,"cef5b968-74b8-49cf-b4bc-587934c517ba","low"
"3039","中式料理","taipei",21887.0967741935,31,18000,24000,28000,9725.34905039017,"$",110,4.8,167,"5adb0636-5ff3-4840-a025-b5d89caf9d99","high"
"3040","台灣美食","taipei",13705.8823529412,34,11000,13000,15250,5893.81236734368,"$",110,4.6,407,"a826296b-d76e-4e68-8e07-5e9f1e9749aa","bad"
"3042","台灣美食","taipei",68485.7142857143,7,79900,79900,79900,27959.1757783394,"$$",104,4.5,81,"7c2ddd49-fdc5-4fc7-96b3-3a09204fcf86","bad"
"3043","台灣美食","taipei",10085.7142857143,70,7625,10000,12875,3057.74359918672,"$",106,4.5,435,"54f7df44-e4c6-479d-b88c-4cfce0f62274","low"
"3044","港式美食","taipei",12825.641025641,39,11800,12800,13800,2576.89118490279,"$",110,4.7,500,"434dea9f-e56f-4864-b006-502a4c2c3757","high"
"3045","港式美食","taipei",14652.7777777778,36,7500,15250,18000,8873.66534913251,"$",106,4.7,254,"91126c33-90aa-4ab0-a885-6873492ff2fb","high"
"3046","港式美食","taipei",4575,20,3000,3000,6750,2325.26880166573,"$",104,4.7,261,"923bfd9e-8f94-42ea-a75c-8ee2393153e3","cp"
"3047","台灣美食","taipei",19666.6666666667,6,1750,4500,31625,24793.5923621855,"$$",105,4.5,500,"5ec63a6d-fb40-40b2-8c5e-f187d589cb7d","bad"
"3048","台灣美食","taipei",20907.6923076923,13,12000,14000,15000,19750.9673195814,"$",104,4.6,187,"ca3d4bb4-a831-4c50-b7d5-2d35d4f7319b","bad"
"3049","台灣美食","taipei",11888.8888888889,72,8000,10500,15250,4569.84547379022,"$",106,4.6,500,"202c6eb7-188d-45a5-860b-31949c0e7c07","low"
"3050","台灣美食","taipei",13250,68,6000,10000,17250,11707.0554392991,"$",105,4.6,156,"4a46928b-db1a-4d33-8b17-ca708752d73a","bad"
"3051","台灣美食","taipei",41460.7142857143,28,19500,59000,59000,21200.797479706,"$$",106,4.6,272,"45bfe660-9ba8-42c1-af23-8a1578019db7","bad"
"3052","港式美食","taipei",8181.39534883721,43,5500,8000,10750,3428.42127977387,"$",110,4.6,500,"fba267db-4d93-49b0-be32-be5e0f0f9459","low"
"3053","台灣美食","taipei",24933.3333333333,45,10000,12000,17000,38940.6385840465,"$",110,4.7,500,"b7d80257-bea5-490e-b354-a1f39d5c247a","high"
"3054","港式美食","taipei",16866.6666666667,30,13500,13500,14000,10598.6896464715,"$",104,4.6,500,"c437d406-5ae7-413c-a69f-aee6ae456cb9","bad"
"3055","台灣美食","taipei",9900,40,5000,12000,14000,5485.43526076099,"$",105,4.7,118,"1816f9c0-03c6-44d4-b8aa-4e6d4fd7bffc","cp"
"3056","日式料理","taipei",17050,4,16050,17300,18300,2165.0635094611,"$",110,4.7,268,"e27f1e89-8b32-4096-a998-d5b2ba99a660","high"
"3057","台灣美食","taipei",18760.4166666667,48,12500,20000,27000,8598.07971737811,"$$",104,4.8,231,"e14207ea-ccfd-4fb4-b973-8c3a945f130f","high"
"3058","台灣美食","taipei",18720,25,16000,17000,20000,4556.48987708741,"$",106,4.9,116,"ff5cb872-8f0e-45e1-9f97-7627b7a2a32d","high"
"3059","台灣美食","taipei",7617.39130434783,46,4500,5000,7500,6285.88150048863,"$",110,4.4,55,"0746c64f-9210-4876-ae87-eb9ae9df93f6","low"
"3060","台灣美食","taipei",23555.5555555556,9,21000,26000,26000,3435.47218527562,"$$",106,4.6,24,"47991d5c-51c9-4970-8dc0-82a6015694eb","bad"
"3061","台灣美食","taipei",24458.3333333333,48,9500,25000,30500,18830.3371510502,"$$",110,4.6,52,"ab382bd6-c9f3-498e-bdda-811d830e7376","bad"
"3062","台灣美食","taipei",9119.40298507463,67,4500,7000,12000,5931.25389592298,"$",110,4.5,21,"242500be-6a54-4805-bffd-1523c6b956a1","low"
"3063","台灣美食","taipei",21929.8245614035,114,15000,20000,25750,12533.2675191294,"$$",105,4.5,154,"f35dde7b-36c1-40d2-b18b-ec0ef76686e3","bad"
"3064","台灣美食","taipei",29504.8076923077,104,18000,24000,35000,18587.0477018463,"$$",104,4.4,56,"0e11b631-cc85-44f2-a1bc-54bd198812eb","bad"
"3066","台灣美食","taipei",7531.74603174603,63,3000,8000,11000,4112.38259433224,"$",110,4.8,500,"45195570-e67c-481a-bec9-0b97e3d058a5","cp"
"3067","台灣美食","taipei",12267.2413793103,58,5500,7000,12000,11425.6273943941,"$$",106,4.7,67,"12bbcd84-cc25-4769-8c0e-03990e7b0a5e","cp"
"3068","台灣美食","taipei",11707.7922077922,77,7000,10000,15000,6302.62295910319,"$",104,4.7,500,"cd6d721a-8733-49a5-98cb-b1c4ad26dc36","cp"
"3069","台灣美食","taipei",10381.25,16,8125,9500,12000,4803.54280063163,"$",110,4.7,500,"d8c945ca-f219-481b-9641-2872e38bb0b9","cp"
"3070","台灣美食","taipei",19580,50,15000,20000,25000,9674.89534827121,"$$",105,4.8,500,"ed688bd3-9e14-48b8-a472-ac9f03da86ae","high"
"3072","中東美食","taipei",32382.3529411765,17,25000,35000,39900,12108.734586537,"$$",110,4.5,19,"984570d4-8af4-446e-b730-85129072193a","bad"
"3073","健康美食","taipei",20665.5172413793,29,13000,20000,25000,11388.7202472619,"$",105,4.7,500,"e29e5c19-b818-49ea-9eaf-05adb0106ff4","high"
"3074","健康美食","taipei",14957.1428571429,14,7825,15200,21400,8177.73233374931,"$",104,4.5,418,"25656ecb-88e2-4333-88d3-2a99af875fa8","bad"
"3075","健康美食","taipei",6056.09756097561,82,4500,5500,6500,2962.90470369278,"$",106,4.7,433,"24f9ac77-be04-4d60-8bbc-53ff750c6270","cp"
"3076","健康美食","taipei",16020.4081632653,49,9000,19000,20000,7545.75105718948,"$",105,4.8,500,"0f939616-f7cd-4612-a4cd-f21ee558cc91","high"
"3077","健康美食","taipei",15333.3333333333,9,15000,15000,16000,1247.21912892465,"$",106,4.7,500,"bf46692a-169e-4e20-98e7-06359689a93a","high"
"3078","健康美食","taipei",12875,8,11875,12750,13500,1386.31706330118,"$",110,4.5,500,"2d6ba6d3-897e-4979-9ddb-f55de9a9bf40","bad"
"3079","健康美食","taipei",16275,20,7000,18000,21875,8669.59485789273,"$",110,4.8,500,"de2c1319-8209-41e4-b79f-b388acbad315","high"
"3080","健康美食","taipei",29737.037037037,27,19900,28000,34000,13941.0703704092,"$$",105,4.8,500,"b6914ffc-45d6-482b-901e-faf69f3c2599","high"
"3081","健康美食","taipei",11990.4761904762,21,6500,12500,16500,6345.74508829527,"$",106,4.8,331,"8e9b4b77-531c-4de3-bbce-5998c7d4287b","cp"
"3082","健康美食","taipei",9167.85714285714,28,7375,8750,11000,4223.23958011151,"$",110,4.7,500,"77132982-bb6e-4090-ac02-6bcd8ebbc229","cp"
"3083","健康美食","taipei",22020.4545454545,44,10375,19000,28500,13521.0203277149,"$$",106,4.4,500,"47d7000f-de56-4b6f-871a-a920036addc0","bad"
"3084","健康美食","taipei",19129.8611111111,144,11000,16750,24800,9851.9180299878,"$$",110,4.5,188,"ab3fa6a4-4b2c-422e-badd-1cde5a97d7fa","bad"
"3085","健康美食","taipei",33900,5,24900,24900,24900,18000,"$$",105,4.4,50,"0aaf81ec-1259-4b7a-b869-7caa2e271450","bad"
"3087","健康美食","taipei",26000,8,20750,25000,31500,6264.98204307083,"$",105,5,11,"d5944b15-f612-40e4-9998-20a85f53d4f8","high"
"3088","日式料理","taipei",15428.5714285714,14,9000,9500,28000,9431.81762299661,"$$",105,4.7,188,"8c04ee05-279f-4366-9aec-a6ff9d5ec3c7","high"
"3089","健康美食","taipei",16666.6666666667,6,15000,15000,18750,2357.02260395516,"$",105,4.5,500,"06878112-5c8c-496d-a6c9-7abe5f18694f","bad"
"3090","健康美食","taipei",20909.0909090909,11,20000,20000,22000,1564.0591394623,"$$",106,4.9,500,"24e53fdd-aec3-4fb4-9b31-e0baede91126","high"
"3091","健康美食","taipei",17534.8837209302,43,6000,19000,23000,11008.1340691397,"$",110,4.6,500,"f01cae08-4c60-4153-a31c-5370157b7715","bad"
"3092","Desserts","taipei",9031.91489361702,47,6500,8000,12000,2628.41319195642,"$",106,4.8,500,"4c6fb7b6-79f7-4ebb-896e-4e8afd409196","cp"
"3093","美式美食","taipei",24721.1538461538,104,16000,28000,32000,9777.77771940933,"$$",106,4.8,465,"c180bca2-ed6b-43ea-9503-48836142b64d","high"
"3094","美式美食","taipei",9710.25641025641,39,5500,9000,12000,5336.89599941883,"$",106,4.8,500,"0ca06162-9168-4c85-8749-080ef42991d9","cp"
"3095","中式料理","taipei",19240.7407407407,54,18000,21000,23000,9042.97391509458,"$",106,4.8,500,"9c5ec342-0472-43dd-9012-e4df73a444bf","high"
"3096","咖啡館","taipei",18694.4444444444,18,15250,16000,17375,7289.90719512809,"$",105,5,34,"fadcf1a4-e887-425f-a044-a0a7f9a0cc0a","high"
"3097","台灣美食","taipei",19580,50,15000,20000,25000,9674.89534827121,"$$",105,4.8,500,"ed688bd3-9e14-48b8-a472-ac9f03da86ae","high"
"3098","咖啡館","taipei",22717.6470588235,85,10000,20000,35000,14655.7451210064,"$$",106,4.6,238,"a003d5d0-1788-4015-b668-6f3b2bd90b67","bad"
"3099","印尼美食","taipei",22658.9743589744,78,11000,26000,30000,10807.0422896658,"$$",110,4.6,184,"56663317-7a96-404f-a305-40ca943bec9d","bad"
"3100","印尼美食","taipei",19569.7674418605,86,12000,18000,28000,8643.50905495714,"$",106,4.7,76,"b04c0621-1afb-4ec4-9ffe-285ae1711442","high"
"3101","印度美食","taipei",25391.1504424779,113,11000,24200,35200,15092.0570888152,"$",104,4.5,65,"ea740e68-0f18-4f6a-9303-7e21695d8eed","bad"
"3102","印度美食","taipei",32672.5490196078,51,9000,31000,35000,46674.9085653194,"$$",106,4.5,116,"7fd37319-6f29-4bbc-b380-7874e97556e2","bad"
"3103","印度美食","taipei",27055.9701492537,134,12000,30750,38000,14898.8705932474,"$$",105,4.7,89,"d8b0167a-b220-49e1-a1a3-b4a2e75de5fa","high"
"3104","印度美食","taipei",25072.4637681159,138,15000,22500,35000,11879.9170940597,"$$",104,4.7,111,"af70ad1e-ef0d-4708-8cc5-f4de60412306","high"
"3105","印度美食","taipei",19051.2820512821,39,6000,15000,33500,14388.2942413914,"$",104,4.6,219,"ecf75920-897c-49df-bbe1-8fe3592eed7a","bad"
"3106","印度美食","taipei",34680.5555555556,72,12000,31000,38000,44591.9232811681,"$$",105,4.7,123,"52484376-4063-4a09-88a2-69dae7b87708","high"
"3107","印度美食","taipei",18611.2244897959,98,7500,19500,26000,12201.7469697117,"$",110,4.6,167,"d741b948-909e-4833-8339-36b8fb25e276","bad"
"3108","印度美食","taipei",20924.2424242424,132,9875,18000,32000,12314.3001450526,"$",106,4.6,63,"b60c0b0c-386f-458a-853d-4492ca5696d2","bad"
"3109","印度美食","taipei",17973.4848484848,132,9500,15000,26000,8542.9650293206,"$$",104,4.4,37,"68ff07ef-e378-4ac9-8663-bffffea8f751","bad"
"3110","印尼美食","taipei",22658.9743589744,78,11000,26000,30000,10807.0422896658,"$$",110,4.6,184,"56663317-7a96-404f-a305-40ca943bec9d","bad"
"3111","印尼美食","taipei",19569.7674418605,86,12000,18000,28000,8643.50905495714,"$",106,4.7,76,"b04c0621-1afb-4ec4-9ffe-285ae1711442","high"
"3112","印度美食","taipei",24004.4943820225,89,9000,27000,36000,15206.9462994905,"$",100,3.8,31,"cf682bdc-01c4-46e4-8073-41ea161ae88a","bad"
"3113","印度美食","taipei",24379.3103448276,87,11000,29500,33000,12050.5938989528,"$",105,3.8,27,"8f635133-ea68-40e5-ada2-1c3a1a18fc61","bad"
"3114","日式料理","taipei",21272.7272727273,33,6000,23900,32900,14921.3548967888,"$$",104,4.6,500,"f1f6f604-0ea5-47f2-88af-657987370cbe","bad"
"3115","台灣美食","taipei",13142.8571428571,14,13000,13000,14000,2773.78397699251,"$",105,4.6,127,"d69aeafc-45e6-4ef2-805a-6885298c1ca0","bad"
