,category,city,food_mean,food_num,food_q1,food_q2,food_q3,food_var,money,post,rate,rate_num,uuid
470,義大利美食,taichung,26609.756097560974,41,14000.0,32000.0,38000.0,12828.85096233027,$$,408,4.7,35,eec13498-6ea9-4d13-a3fd-13763e0d871d
471,義大利美食,taichung,17545.454545454544,33,10000.0,18000.0,22000.0,6324.990880773922,$,403,4.3,23,5c596f3f-0d61-4c64-a8ec-88ee2d4649e0
472,義大利美食,taichung,8360.377358490567,53,4800.0,6800.0,12800.0,4445.576118728807,$,407,4.3,49,bd767b23-2dcf-4c88-9391-f45acef03bd1
473,義大利美食,taichung,19890.0,100,14000.0,22000.0,26000.0,6599.840907173445,$$,403,4.7,198,368088a0-c031-476d-a3d2-2821229c0dd5
474,義大利美食,taichung,17045.454545454544,22,16000.0,17500.0,18000.0,2305.6703369040724,$,403,4.7,97,915d0709-b732-4f1e-8771-d86eb12e09e0
475,義大利美食,taichung,13457.142857142857,35,8500.0,13000.0,17000.0,5452.877914553049,$,403,4.8,81,48ef77c4-acb4-4c4e-b3bd-9430daad0ba7
476,義大利美食,taichung,25106.382978723403,47,21750.0,24000.0,34000.0,9545.488056474955,$$,404,4.8,13,a5f03453-7838-49c9-a186-d9586fcab7cd
477,義大利美食,taichung,11946.42857142857,56,10000.0,10000.0,12000.0,3710.1195728571824,$,404,3.8,23,e7554adb-226f-4ef9-8b3c-408beeda4afd
478,義大利麵,taichung,10583.333333333334,12,10000.0,11000.0,11000.0,493.00664859163464,$,407,4.5,11,2ea7bc68-fde6-49e0-908e-8bbf5e7b5b6f
479,披薩,taichung,12346.913580246914,81,8500.0,11400.0,13500.0,7447.049070385473,$,407,4.8,215,75e91f7e-cb9d-47d2-9062-057e2904cc59
480,披薩,taichung,12611.111111111111,18,8875.0,14000.0,15750.0,6471.208790471573,$,407,4.6,61,fa1095e4-ed7a-4b48-a58e-51a7e4bdd43e
481,越南美食,taichung,9947.916666666666,48,8875.0,10000.0,12000.0,2262.096150267613,$,403,4.5,112,1ec7b4f2-0936-46fc-bfa2-3edf14b1c808
482,越南美食,taichung,10707.317073170732,41,8000.0,10000.0,12000.0,3660.8935497213565,$,407,4.5,500,222ae07b-0eb7-4734-8838-46554514abca
483,越南美食,taichung,9947.916666666666,48,8875.0,10000.0,12000.0,2262.0961502676128,$,403,4.3,39,80519c2d-9575-4e7b-918b-a24c45fde0a5
484,越南美食,taichung,9600.0,45,8000.0,11000.0,11000.0,2805.9460674313277,$,403,4.7,447,e32e2379-27b7-4efb-96aa-dc46710a9492
485,越南美食,taichung,12931.818181818182,22,9500.0,14000.0,15000.0,6431.978796581144,$,403,4.8,500,6bf74185-19dc-4cfe-bb3e-c9d67e4196d1
486,韓國美食,taichung,18840.74074074074,81,6800.0,18800.0,20800.0,16019.276796439119,$$,407,4.4,198,30c5cc95-a18b-4256-9448-8ef9a0da48ac
487,韓國美食,taichung,18217.391304347828,46,13000.0,15000.0,15000.0,10460.927391505935,$,408,4.7,66,c80fde00-7621-4dfb-8944-d51dc5863004
488,韓國美食,taichung,21904.0,25,16800.0,24000.0,25000.0,4807.7004898391915,$,403,4.8,500,91dfc678-8c68-40fe-990a-d4e8fefb36a8
489,韓國美食,taichung,19686.956521739132,23,15800.0,23000.0,25000.0,7390.905360075171,$,403,4.8,500,76cbbeae-f429-4704-814b-9894822870d9
490,韓國美食,taichung,6857.142857142857,21,3500.0,5000.0,8500.0,4027.118954641138,$,403,4.5,331,3c41a739-448a-4afd-8b30-6928b4d31b1e
491,韓國美食,taichung,15333.333333333334,24,13000.0,16000.0,17250.0,3091.206165165235,$,403,4.5,109,e5833125-1b49-4dc7-90b6-34f12aaed625
492,韓國美食,taichung,9464.285714285714,70,4500.0,8250.0,14000.0,5376.749833822492,$,404,4.2,215,6a57cd5b-6c01-4e30-aaeb-3946e820760f
493,韓國美食,taichung,26800.0,20,15750.0,29000.0,36000.0,9831.581764904364,$,407,4.8,337,e1339aa4-0724-4700-ae79-4a1581fc29cf
494,新加坡美食,taichung,20566.666666666668,30,6000.0,18000.0,31250.0,14916.843574369956,$,408,4.7,500,645ef70f-92ac-4090-9675-6188700a05c9
495,墨西哥美食,taichung,9214.285714285714,7,7250.0,7500.0,9750.0,3057.2763655760996,$,408,4.7,338,e08950c6-6477-430d-9743-4376e2fff7e6
496,墨西哥美食,taichung,13221.42857142857,28,8500.0,14000.0,17500.0,5990.847611318521,$,408,4.9,500,ebc2c9a7-84a6-4aeb-b2a7-d9b793296b25
497,Breakfast and Brunch,hsinchu,18391.304347826088,92,12000.0,18000.0,25000.0,7817.144649588479,$,300,4.5,54,64557e67-de74-4aa8-be6f-b57de0cdf46b
498,Breakfast and Brunch,hsinchu,4521.084337349397,166,3000.0,5000.0,5500.0,1706.0773807280227,$,300,4.7,500,47a89f5b-17a6-4b38-8488-55fcd1f06dc2
499,Breakfast and Brunch,hsinchu,5833.333333333333,87,3500.0,4500.0,7000.0,3323.2606432060056,$,300,4.7,145,8e9efb6f-9ced-4c81-99b9-ab3c0d2c078c
500,Breakfast and Brunch,hsinchu,6480.0,100,5000.0,6500.0,7500.0,2374.7842007222466,$,300,4.6,282,d751276d-d01f-4b81-a3ce-f6a234eb959d
501,Breakfast and Brunch,hsinchu,7484.761904761905,105,4500.0,6500.0,8500.0,3812.929905875557,$,300,4.7,193,ca71700a-0b75-4137-b9c5-96fe5b7b083a
502,Breakfast and Brunch,hsinchu,8295.454545454546,44,5000.0,7500.0,11250.0,3989.0734026300206,$,300,4.8,439,96d9ade2-22aa-4e2f-80bf-cf8743f21406
503,台灣美食,hsinchu,3129.4117647058824,17,2000.0,2500.0,3500.0,1714.2189804114198,$,300,4.6,265,582417e7-702f-43f2-91f6-8acf2850558a
504,美式美食,hsinchu,18433.333333333332,30,12000.0,23000.0,26000.0,10359.161270210163,$$,300,4.9,251,e93395c0-f384-4d5d-af2a-a0f512b6e9af
505,義大利美食,hsinchu,22312.5,16,15750.0,23000.0,27000.0,7767.872536930559,$,300,4.7,53,6e530d41-8628-477b-b2b0-1bf485d4c29c
506,美式美食,hsinchu,11723.076923076924,39,5200.0,7500.0,14700.0,10689.37794209535,$,300,4.8,500,d6466b27-7ac3-4120-8d41-346ab7266ea7
507,Breakfast and Brunch,hsinchu,8295.454545454546,44,5000.0,7500.0,11250.0,3989.0734026300206,$,300,4.8,439,96d9ade2-22aa-4e2f-80bf-cf8743f21406
508,Breakfast and Brunch,hsinchu,4521.084337349397,166,3000.0,5000.0,5500.0,1706.0773807280227,$,300,4.7,500,47a89f5b-17a6-4b38-8488-55fcd1f06dc2
509,Breakfast and Brunch,hsinchu,7484.761904761905,105,4500.0,6500.0,8500.0,3812.929905875557,$,300,4.7,193,ca71700a-0b75-4137-b9c5-96fe5b7b083a
510,Coffee and Tea,hsinchu,5781.188118811881,101,4000.0,5500.0,7000.0,2584.7884365342193,$,300,4.8,323,ff99594b-8093-48e9-9891-13666c2db667
511,珍珠奶茶,hsinchu,5443.478260869565,69,4500.0,5500.0,6500.0,1341.584425694686,$,300,4.8,500,fe64a50a-5720-4c40-841c-ed9f110fcc84
512,Breakfast and Brunch,hsinchu,7484.761904761905,105,4500.0,6500.0,8500.0,3812.929905875557,$,300,4.7,193,ca71700a-0b75-4137-b9c5-96fe5b7b083a
513,珍珠奶茶,hsinchu,6426.086956521739,46,5000.0,6250.0,7000.0,3002.5666399301067,$,300,4.8,415,e465b22e-6a10-4525-b085-5455cdd65211
514,Desserts,hsinchu,6141.666666666667,12,6000.0,6500.0,6500.0,593.6586186989585,$,300,4.7,150,82f714e3-c67f-4172-880f-861d443b827c
515,Desserts,hsinchu,4781.25,16,4750.0,5000.0,5250.0,1074.8364701199898,$,300,4.8,500,1e3e3431-e618-4429-8b3e-adc15628870a
516,Desserts,hsinchu,8145.833333333333,24,6500.0,6500.0,9250.0,2247.5874411367304,$,300,4.8,500,c714f637-b543-4b3b-a7b5-367b831f79ae
517,Desserts,hsinchu,5666.666666666667,27,4250.0,5000.0,6000.0,4964.764736509566,$,300,4.8,190,5ca51511-5bd1-4ccf-b1c7-1780b00b25f8
518,Desserts,hsinchu,5235.294117647059,34,5000.0,5500.0,5500.0,424.1825029957635,$,300,4.8,482,44962c88-a006-4816-9c66-e0eb71353e38
519,Desserts,hsinchu,3785.714285714286,14,2125.0,3250.0,5375.0,1729.1026338443148,$,300,4.8,48,1e241954-daa2-4e4e-85f8-b94bcd63ec26
520,Desserts,hsinchu,17150.0,20,8750.0,11500.0,15000.0,17041.933575741925,$,300,4.5,78,a5b9215e-e37f-4d57-a9bc-2466b2e1141a
521,義大利美食,hsinchu,22312.5,16,15750.0,23000.0,27000.0,7767.872536930559,$,300,4.7,53,6e530d41-8628-477b-b2b0-1bf485d4c29c
522,Juice and Smoothies,hsinchu,4186.046511627907,43,3500.0,4000.0,5000.0,1000.135199081264,$,300,4.9,500,8f4f1b5c-cf76-4452-8303-9b945f7a3308
523,珍珠奶茶,hsinchu,5271.621621621622,74,4500.0,5500.0,6000.0,1310.304304481717,$,300,4.9,500,ec179f9e-d8f7-4c1d-9b02-524276ac4b5c
524,珍珠奶茶,hsinchu,5443.478260869565,69,4500.0,5500.0,6500.0,1341.584425694686,$,300,4.8,500,fe64a50a-5720-4c40-841c-ed9f110fcc84
525,珍珠奶茶,hsinchu,5266.666666666667,51,4500.0,5500.0,6000.0,1482.7989784382496,$,300,4.8,293,7e78da99-e4ce-4518-bfb1-f5c208757173
526,珍珠奶茶,hsinchu,6426.086956521739,46,5000.0,6250.0,7000.0,3002.5666399301067,$,300,4.8,415,e465b22e-6a10-4525-b085-5455cdd65211
527,中式料理,hsinchu,14055.555555555555,36,14000.0,16000.0,17250.0,5353.837898826745,$,300,4.7,500,6fbdfeab-a4b8-431b-9875-d57a969c7b99
528,中式料理,hsinchu,8843.75,32,4875.0,7500.0,11500.0,4535.342979036976,$,300,4.7,430,a59743f4-0416-42e2-9aff-a92c792192cb
529,中式料理,hsinchu,9027.777777777777,18,5000.0,8500.0,10750.0,4168.240443527908,$,300,4.6,151,7cb8581d-bfb9-4cf0-adf1-6eedce02a9cc
530,中式料理,hsinchu,19005.263157894737,38,13000.0,19000.0,27600.0,8381.74543336263,$,300,4.7,160,f11262b3-5e0b-434b-b079-1529c05c2802
531,中式料理,hsinchu,13860.0,10,12000.0,14000.0,15350.0,2743.7929951073206,$,300,4.6,114,4d2bc5e8-e7ca-4bfa-9b2d-c33ee3b396f4
532,中式料理,hsinchu,3800.0,74,300.0,1150.0,5000.0,5363.968881543046,$,300,4.5,121,fd6d583e-ca4f-4e57-982d-24fdf8a46551
533,台灣美食,hsinchu,6666.666666666667,18,4625.0,6250.0,7000.0,3210.226714043037,$,300,4.7,500,fca8b778-42f4-4fee-ab89-16fee6cc65d0
534,台灣美食,hsinchu,4291.208791208791,91,3500.0,4500.0,5000.0,1211.3609049827044,$,300,4.7,500,e44b9005-7805-409c-8a6d-8c3820af7db0
535,台灣美食,hsinchu,25996.0,25,23000.0,25000.0,32000.0,9408.952332752036,$,300,4.6,290,bd074010-ab5e-459f-a6af-a9f15447f1e9
536,台灣美食,hsinchu,15000.0,17,14000.0,15000.0,15000.0,840.168050416806,$,300,4.6,500,f3add3fe-ff66-4b55-859f-084a3d2b61cf
537,台灣美食,hsinchu,17033.333333333332,30,4500.0,6000.0,17500.0,23287.31175745472,$,300,4.9,422,e55c1cd2-720f-4817-a481-ee2393b75586
538,台灣美食,hsinchu,6837.209302325581,43,5500.0,6500.0,8250.0,2045.1898479926188,$,300,4.1,15,5a2350f7-5f59-4868-aea8-d43eb9b1c00a
539,台灣美食,hsinchu,8038.461538461538,26,6125.0,9000.0,9500.0,2299.3438734823267,$,300,4.6,500,faff369f-bee4-46c6-b28d-1027c3e0a3b8
540,台灣美食,hsinchu,11238.095238095239,21,5000.0,9500.0,17500.0,7215.4250239777275,$,300,4.7,500,2d79b9ee-9f6d-428b-88d1-700b062c1581
541,台灣美食,hsinchu,15166.666666666666,12,15000.0,16000.0,16250.0,4896.14360718946,$,300,4.6,500,f8b7cb99-f2be-462e-9d2f-ca066ff7d065
542,台灣美食,hsinchu,4032.608695652174,46,3000.0,4000.0,4500.0,1195.108572078211,$,300,4.8,500,7ca4c1f9-1184-4d38-a278-75afa0b12bf9
543,台灣美食,hsinchu,3833.3333333333335,42,2000.0,3500.0,5750.0,2830.5027878004344,$,300,4.8,500,c986f191-dee7-4779-adcb-933bc2d4264c
544,台灣美食,hsinchu,3129.4117647058824,17,2000.0,2500.0,3500.0,1714.2189804114198,$,300,4.6,265,582417e7-702f-43f2-91f6-8acf2850558a
545,台灣美食,hsinchu,15207.692307692309,13,13900.0,14900.0,15900.0,1201.5768732164083,$,300,4.8,500,1f2891f7-4aec-4d5f-9373-9459be1c9e2d
546,台灣美食,hsinchu,3794.9367088607596,79,1100.0,2500.0,4000.0,5760.294004763185,$,300,4.7,500,bd662f24-4d57-45d0-a9ac-baa575e5a6f5
547,台灣美食,hsinchu,4864.285714285715,14,3500.0,5000.0,5900.0,1471.9312594863463,$,300,4.7,404,95677b93-7952-47a7-b5f8-b0aa4fd1cc8e
548,台灣美食,hsinchu,9650.0,20,7500.0,9500.0,11500.0,3240.7560846197603,$,300,4.8,180,e972cd66-c3a2-4b63-a7c2-cd46485b3f34
549,台灣美食,hsinchu,5340.909090909091,44,3375.0,4000.0,5000.0,3645.939097245927,$,300,4.6,210,9b3ba26b-64f4-4558-ad8e-2dbd9327338e
550,台灣美食,hsinchu,6171.875,32,3000.0,4500.0,4500.0,7443.127466621474,$,300,4.5,178,080a06d1-a35f-440b-99b3-14c62938dc5e
551,台灣美食,hsinchu,7970.0,50,6500.0,7500.0,9000.0,2890.346000049129,$,300,4.4,85,68f93770-85b2-4139-9807-71e62d49e6ab
552,台灣美食,hsinchu,12687.5,16,4500.0,9750.0,24900.0,8623.14291601386,$,300,4.6,228,21092719-77e0-4525-916a-c9646fbca907
553,台灣美食,hsinchu,5250.0,22,4625.0,5250.0,6000.0,1105.2560377988934,$,300,4.7,175,290d248b-b965-40da-ba43-52b00fc46b2e
554,台灣美食,hsinchu,8254.098360655738,122,5000.0,7500.0,10000.0,3786.973953967745,$,300,4.5,150,767e7a54-58e0-4832-8c85-f05c4e21eba9
555,台灣美食,hsinchu,21142.85714285714,14,19000.0,22500.0,24750.0,4793.703353017862,$,300,4.4,221,4a5a7751-6494-4a1a-952d-c4d1c1c0755b
556,台灣美食,hsinchu,18500.0,5,18500.0,18500.0,18500.0,0.0,$,300,4.7,160,b25ff0bf-b634-4826-8d88-4118e1d181c1
557,台灣美食,hsinchu,3348.1012658227846,79,2000.0,2500.0,3500.0,3642.5356573493814,$,300,4.7,143,c8f4c8ee-da15-4a89-97ac-0ec3ecfa8631
558,台灣美食,hsinchu,5555.555555555556,9,5500.0,5500.0,6000.0,1039.3492741038726,$,300,4.8,45,8ee4c8d7-e428-4834-be1a-b9bd7c9a8d20
559,台灣美食,hsinchu,6833.333333333333,15,4500.0,7000.0,9500.0,2467.5674031095664,$,300,4.2,28,e46feba8-75c6-427b-8938-27c4fee99640
560,台灣美食,hsinchu,14975.609756097561,41,12000.0,16000.0,18000.0,2673.1529285502943,$,300,4.6,150,bcea7946-172b-4a89-93fb-02dbadbb66e2
561,台灣美食,hsinchu,6759.259259259259,27,5500.0,6500.0,7250.0,2302.858008401454,$,300,4.4,25,5280819c-d477-4b78-b94d-23b57bdaa75b
562,日式料理,hsinchu,11983.333333333334,30,7000.0,13000.0,15000.0,5619.138921776381,$,300,4.7,500,0567af3a-4b4f-4ee0-b2fa-55a8c4ce1f5d
563,Desserts,hsinchu,4781.25,16,4750.0,5000.0,5250.0,1074.8364701199898,$,300,4.8,500,1e3e3431-e618-4429-8b3e-adc15628870a
564,Desserts,hsinchu,5666.666666666667,27,4250.0,5000.0,6000.0,4964.764736509566,$,300,4.8,190,5ca51511-5bd1-4ccf-b1c7-1780b00b25f8
565,Desserts,hsinchu,5235.294117647059,34,5000.0,5500.0,5500.0,424.1825029957635,$,300,4.8,482,44962c88-a006-4816-9c66-e0eb71353e38
566,Desserts,hsinchu,3785.714285714286,14,2125.0,3250.0,5375.0,1729.1026338443148,$,300,4.8,48,1e241954-daa2-4e4e-85f8-b94bcd63ec26
567,中式料理,hsinchu,13860.0,10,12000.0,14000.0,15350.0,2743.7929951073206,$,300,4.6,114,4d2bc5e8-e7ca-4bfa-9b2d-c33ee3b396f4
568,中式料理,hsinchu,3800.0,74,300.0,1150.0,5000.0,5363.968881543046,$,300,4.5,121,fd6d583e-ca4f-4e57-982d-24fdf8a46551
569,咖啡館,hsinchu,16071.42857142857,42,14250.0,15000.0,18000.0,4563.795711084908,$,300,4.8,72,dee7781f-8662-448a-89aa-d0c8350fc427
570,披薩,hsinchu,18625.0,24,9000.0,19500.0,26250.0,9187.003954862907,$,300,4.7,110,1d904b30-3c51-4e8b-af09-09f68af0de6e
571,披薩,hsinchu,23370.58823529412,85,16000.0,18000.0,23000.0,20803.52811440695,$$,300,4.6,241,fe4bb3b9-7379-4deb-aa45-7d86d7a3c624
572,新加坡美食,hsinchu,13764.285714285714,14,4975.0,8650.0,10275.0,17159.237709627727,$,300,4.6,500,5801adeb-c0c8-4a70-bae3-6ac8278e8432
573,日式料理,hsinchu,15870.37037037037,54,12000.0,16000.0,19000.0,5637.3302595659925,$,300,4.7,99,e288635c-7e43-42c3-8f33-f397500fa1bf
574,日式料理,hsinchu,12250.0,16,12000.0,12000.0,13000.0,829.15619758885,$,300,4.8,134,db136884-c18c-47f2-aec6-3243b4485d26
575,日式料理,hsinchu,4212.765957446809,47,2500.0,3500.0,4500.0,2925.9380762543738,$,300,4.5,54,82345234-a59a-4e2a-a3d4-20025cdd691d
576,日式料理,hsinchu,13615.384615384615,52,4000.0,12000.0,19500.0,8907.977941481286,$,300,4.8,70,2cd29ab3-f3ba-4c72-9185-ac5202c61f36
577,日式料理,hsinchu,10833.333333333334,21,4000.0,12000.0,15000.0,5203.783727189772,$,300,4.4,48,28324123-3986-4a99-8f80-7bd63246f3c6
578,日式料理,hsinchu,8274.509803921568,51,7000.0,8000.0,9500.0,1961.17643138039,$,300,4.7,500,e7c75fbd-19be-44ec-a3c5-5d346b662008
579,日式料理,hsinchu,18535.714285714286,28,18000.0,19500.0,21000.0,5984.993990074216,$,300,4.6,500,57ebbbd0-c3ed-4b92-809f-3fa2abafec02
580,日式料理,hsinchu,6678.0,50,3000.0,5500.0,10000.0,5239.32400219723,$,300,4.8,500,bc04aa06-1529-4938-9f1b-8efebababa91
581,日式料理,hsinchu,12910.526315789473,19,12500.0,12900.0,13500.0,2632.968054425133,$,300,4.6,317,5cd2ec2b-e0e6-4401-a609-febf468c41a8
582,日式料理,hsinchu,11208.333333333334,12,9375.0,10500.0,13000.0,2617.714758249179,$,300,4.6,32,7e0801f6-764c-4055-a79d-30acde1a8fe0
583,日式料理,hsinchu,16681.81818181818,55,9500.0,19000.0,21500.0,7613.005401263644,$,300,4.7,230,6cf478c3-483e-4756-90c3-a2c3153dfe1c
584,日式料理,hsinchu,11983.333333333334,30,7000.0,13000.0,15000.0,5619.138921776381,$,300,4.7,500,0567af3a-4b4f-4ee0-b2fa-55a8c4ce1f5d
585,泰國美食,hsinchu,8012.195121951219,41,5000.0,8500.0,10000.0,2951.824167044327,$,300,4.5,500,481af06d-070e-4d3d-896c-cd14ca4d5a36
586,珍珠奶茶,hsinchu,5271.621621621622,74,4500.0,5500.0,6000.0,1310.304304481717,$,300,4.9,500,ec179f9e-d8f7-4c1d-9b02-524276ac4b5c
587,珍珠奶茶,hsinchu,5266.666666666667,51,4500.0,5500.0,6000.0,1482.7989784382496,$,300,4.8,293,7e78da99-e4ce-4518-bfb1-f5c208757173
588,珍珠奶茶,hsinchu,4952.380952380952,21,4000.0,5000.0,6000.0,924.5946589975047,$,300,4.8,175,77efc76e-d605-4384-a15c-548709b4750c
589,珍珠奶茶,hsinchu,5327.586206896552,29,5000.0,5000.0,5500.0,931.0344827586208,$,300,4.8,353,c2dfb6ce-80ab-4887-aa01-7c38b5272184
590,珍珠奶茶,hsinchu,5794.444444444444,36,4875.0,5500.0,7000.0,1712.2020331926767,$,300,4.6,124,00463858-091c-4d7f-b8df-cdc10447e0b6
591,Juice and Smoothies,hsinchu,4186.046511627907,43,3500.0,4000.0,5000.0,1000.135199081264,$,300,4.9,500,8f4f1b5c-cf76-4452-8303-9b945f7a3308
592,珍珠奶茶,hsinchu,5443.478260869565,69,4500.0,5500.0,6500.0,1341.584425694686,$,300,4.8,500,fe64a50a-5720-4c40-841c-ed9f110fcc84
593,珍珠奶茶,hsinchu,6426.086956521739,46,5000.0,6250.0,7000.0,3002.5666399301067,$,300,4.8,415,e465b22e-6a10-4525-b085-5455cdd65211
594,美式美食,hsinchu,9457.142857142857,14,6000.0,6500.0,12875.0,5396.389571571281,$,300,4.6,135,ee27a281-ec9c-4108-a78c-fbb3804622d4
595,美式美食,hsinchu,11723.076923076924,39,5200.0,7500.0,14700.0,10689.37794209535,$,300,4.8,500,d6466b27-7ac3-4120-8d41-346ab7266ea7
596,美式美食,hsinchu,9827.272727272728,33,4500.0,5500.0,10000.0,10159.643060040939,$,300,4.8,500,4e36122c-a73e-477b-8689-bd78075b6df6
597,美式美食,hsinchu,10434.782608695652,46,4500.0,5000.0,10000.0,11693.201618170098,$,300,4.8,424,78b997b6-18dc-4e8c-8534-7608914641e3
598,美式美食,hsinchu,18433.333333333332,30,12000.0,23000.0,26000.0,10359.161270210163,$$,300,4.9,251,e93395c0-f384-4d5d-af2a-a0f512b6e9af
599,義大利美食,hsinchu,12000.0,11,10000.0,14000.0,14000.0,3717.2815091383404,$,300,4.6,187,9c48e5ac-dcf8-459f-bb2f-5a5ddd7ec575
600,義大利美食,hsinchu,22312.5,16,15750.0,23000.0,27000.0,7767.872536930559,$,300,4.7,53,6e530d41-8628-477b-b2b0-1bf485d4c29c
601,義大利美食,hsinchu,21446.666666666668,15,11750.0,23500.0,29950.0,11036.718513922313,$,300,3.9,10,e645250f-7095-452b-924f-ba2af1776618
602,披薩,hsinchu,18625.0,24,9000.0,19500.0,26250.0,9187.003954862907,$,300,4.7,110,1d904b30-3c51-4e8b-af09-09f68af0de6e
603,披薩,hsinchu,23370.58823529412,85,16000.0,18000.0,23000.0,20803.52811440695,$$,300,4.6,241,fe4bb3b9-7379-4deb-aa45-7d86d7a3c624
604,越南美食,hsinchu,9947.916666666666,48,8875.0,10000.0,12000.0,2262.0961502676128,$,300,4.3,500,d25ccd5a-9fe0-4474-8997-0cab7fd47221
605,越南美食,hsinchu,11922.58064516129,31,6600.0,9900.0,17600.0,6105.244159204148,$,300,4.7,381,7086fd9e-1999-4cae-94cf-b8f980d3b172
606,韓國美食,hsinchu,24066.666666666668,15,12500.0,24000.0,30000.0,13473.26570987483,$,300,4.6,366,43a15969-9f83-4c08-9e69-b6685733000e
607,韓國美食,hsinchu,31621.739130434784,46,19800.0,24700.0,34100.0,23251.796686478625,$$$,300,4.5,113,84ae2ae3-6f19-4504-99b8-7da1fbbe3e01
608,墨西哥美食,hsinchu,19500.0,20,20000.0,22500.0,25000.0,7566.372975210778,$$,300,3.9,21,54f1d2e1-5803-44fe-95fe-5d5c34ed6227
609,墨西哥美食,hsinchu,19196.428571428572,28,16000.0,20000.0,25000.0,6893.759193381106,$,300,4.0,63,9dd62ce4-81a6-470c-b46b-9546aa414031
610,Breakfast and Brunch,tainan,6049.606299212598,127,3500.0,4500.0,6500.0,3841.0110630837776,$,704,4.7,500,9cdce71e-c82c-4ae6-920e-f75939344e1e
611,Breakfast and Brunch,tainan,4447.916666666667,48,3000.0,4500.0,5500.0,1765.5251323772072,$,704,4.6,403,a14069b0-f201-4cdf-934a-7a3b2ea1bc3f
612,Breakfast and Brunch,tainan,4719.2307692307695,104,3500.0,4000.0,6000.0,2149.7350875737134,$,710,4.8,198,3476d390-c754-46e6-bf91-42830a8f7190
613,台灣美食,tainan,5258.620689655172,87,3500.0,5000.0,6000.0,2575.01486321513,$,700,4.8,500,04106ef4-3ee5-4cd4-8a5f-bf3217e7e3a9
614,Coffee and Tea,tainan,4096.428571428572,28,3500.0,3500.0,5000.0,1328.6626312781968,$,700,4.6,356,f6b76a4b-a3a3-4639-9f3d-1b7dd92e283c
615,Coffee and Tea,tainan,3800.0,24,3375.0,3500.0,4500.0,1181.1011811017715,$,701,4.8,243,6c2bc199-f815-4432-9216-fba639dc38e0
616,健康美食,tainan,8526.315789473685,19,3000.0,7000.0,13750.0,5564.15616199023,$,700,4.7,500,3c913adf-cd3f-40e2-af85-7e52c896c62b
617,Desserts,tainan,3125.0,4,2750.0,3250.0,3625.0,739.509972887452,$,701,4.8,500,70db4c0f-fb81-4e34-becd-111fc5d66609
618,Desserts,tainan,6141.666666666667,12,6000.0,6500.0,6500.0,593.6586186989585,$,700,4.6,73,baf98d15-4b86-4444-b9ef-21f37d39d864
619,Desserts,tainan,5405.405405405405,37,4000.0,4500.0,7000.0,1711.7946874151332,$,700,5.0,130,5a39ce43-c003-4b5e-a005-cb9e9ed67d40
620,Desserts,tainan,12604.545454545454,22,11000.0,12000.0,13800.0,2187.043931205954,$,710,4.9,13,306652d0-0361-4760-a83a-d4317ef3c5de
621,Juice and Smoothies,tainan,5012.5,56,4500.0,5500.0,6000.0,1182.319527152332,$,701,4.8,500,32060dca-0fab-4f61-9081-1ab333add79d
622,Juice and Smoothies,tainan,4694.736842105263,38,4125.0,5000.0,5000.0,1375.7194038452549,$,700,4.8,500,2d0b3f71-b208-4e62-9e1a-188abef77ec8
623,Juice and Smoothies,tainan,7777.777777777777,36,7000.0,7000.0,9000.0,1335.6461422412565,$,700,4.7,65,3bd3361f-d1cd-4475-a587-69fee5149950
624,中式料理,tainan,5159.523809523809,42,3625.0,5500.0,6000.0,1698.467029245227,$,700,4.7,500,73d22504-fc1a-4f40-8e3d-f902c98aaadd
625,中式料理,tainan,5539.583333333333,48,3000.0,3000.0,7925.0,4511.408666893549,$,710,4.2,48,82ea671c-b3bd-43e7-b52c-8ecbbb2fe92a
626,中式料理,tainan,9869.565217391304,23,5000.0,6500.0,12000.0,7124.997927237453,$,701,4.6,262,ced54192-7715-4743-a1db-21f45b244e0c
627,台灣美食,tainan,3364.864864864865,37,2000.0,3000.0,4500.0,1734.5793502400043,$,701,4.6,500,09598299-8cd9-4f4f-8472-6966be1d250d
628,健康美食,tainan,8233.333333333334,27,7900.0,8900.0,9900.0,2821.872244266732,$,700,4.7,500,79f93d37-3336-4b3e-b685-318344f501fe
629,健康美食,tainan,8526.315789473685,19,3000.0,7000.0,13750.0,5564.15616199023,$,700,4.7,500,3c913adf-cd3f-40e2-af85-7e52c896c62b
630,台灣美食,tainan,5550.0,110,4500.0,5000.0,5800.0,2426.323443926109,$,701,4.8,500,e259f73d-ebbc-44ee-96a8-2cf35eb67859
631,台灣美食,tainan,5636.363636363636,11,3500.0,6000.0,6500.0,2689.1271741361893,$,701,4.4,239,6c125e87-db36-42b8-aa4f-61945d92bcb8
632,台灣美食,tainan,7818.181818181818,11,7000.0,8000.0,8500.0,833.1955809010618,$,701,4.4,429,0c415fcb-05c4-45b5-8601-5a35006e82bc
633,台灣美食,tainan,3364.864864864865,37,2000.0,3000.0,4500.0,1734.5793502400043,$,701,4.6,500,09598299-8cd9-4f4f-8472-6966be1d250d
634,台灣美食,tainan,2203.703703703704,54,1500.0,2000.0,3000.0,1226.70334530957,$,701,4.6,500,44f13ed1-5dbf-4f06-a2e8-4b8b40e13c1e
635,台灣美食,tainan,5258.620689655172,87,3500.0,5000.0,6000.0,2575.01486321513,$,700,4.8,500,04106ef4-3ee5-4cd4-8a5f-bf3217e7e3a9
